repo_id,intercept,trend,break_point_effect,p_value_intercept,p_value_trend,p_value_break_point_effect,r_squared
0,0.46189817353874796,0.03755163169582068,0.031086723351269593,1.6555332040469254e-06,0.000286432681183806,0.7976498928277808,0.7999182339228457
1,0.47068843372991914,0.04014046920304078,-0.019484545556055957,1.201542513825534e-08,3.4877730286794677e-06,0.829080600808065,0.8749839920749173
2,0.36670643142918735,0.02735272878308021,0.21700114692430783,2.425258646496156e-05,0.003694443578809626,0.07529470450553635,0.8258136976510627
3,0.34732456516151156,0.011384233109020996,0.13549884768075166,0.000599919467345784,0.2947080347257221,0.36601618776244593,0.4166334495984133
4,0.5708227046819407,0.04807104005954693,-0.09384616470710902,3.1456374616452785e-22,7.973905396288667e-19,0.00033526501461013153,0.9927309352294531
5,0.4762551720657989,0.03722897598919392,0.11497647825985705,1.762683953976784e-19,1.8136482753896307e-15,0.00014546324188923553,0.9916176711967647
6,0.5295281990236879,0.024708868376341925,-0.19902439293394403,0.00031773283177543964,0.11784649111267549,0.3535158676296656,0.14382880036763945
7,0.4072618351532603,0.0387358711365491,-0.012906706918363167,1.9824840188902596e-12,2.42892654559476e-10,0.789492838200029,0.9586349357151908
8,0.33100863013557,-0.00021223233529229363,0.39652526889223183,0.01464853585391017,0.9890688334995417,0.07533188986893065,0.3982349010076641
9,0.3863256103259949,0.03934765093934639,0.05868170660558203,3.141647556789509e-09,7.404228051085922e-08,0.39546425864884205,0.9370314287732431
10,0.5979362286166945,0.007574446068527493,0.2918564253690087,3.6250559811657645e-06,0.5289512253655658,0.08923740529544556,0.5157619664171649
11,0.4634873859450865,0.049595877764040716,-0.19173682076824347,8.564248959825477e-06,4.9945645764842774e-05,0.17091134665787788,0.745643492188266
12,0.4305714913389018,0.0386975544176355,0.025449796240871375,1.0280952084207724e-12,3.648933418148689e-10,0.6072515341283042,0.9616271748940889
13,0.4190089794355198,0.03633649131279457,0.16872400900836929,1.471758292893463e-11,7.907308968922669e-09,0.00552848719409075,0.9649846549072232
14,0.7440856489013257,0.0013060203933503403,-0.696136334436263,2.8406603803775174e-09,0.890315737116921,2.4905331435886057e-05,0.8408918866868096
15,0.47762592594470876,0.039977434425442854,0.09941792884864403,4.200008902341535e-19,1.0715747036314943e-15,0.00098841679444455,0.991497090411233
16,0.5488117837305775,0.0385582551149546,-0.042836097342332985,4.719411846976894e-13,1.327526215876037e-08,0.4810472860932329,0.9299347940918168
17,0.8687347780360899,0.04008858544311874,-0.38504702841717126,1.355168103044488e-07,0.00840041978693848,0.05656078303507234,0.3109725230421284
18,0.3779198433129871,0.01812057948231556,0.3333606606898988,1.2665314461290057e-05,0.03845587365845057,0.007914513358555027,0.8256214648798142
19,0.5170478848722735,0.04284120732829965,0.04508111089293165,9.36289206581265e-24,3.434633872516306e-20,0.013858261788699132,0.9963347237548077
20,0.4158744335483253,0.040113631543127734,0.02928811064735494,1.083428015563152e-08,5.338141863949841e-07,0.7120326942387978,0.913389691509778
21,0.4739622703557958,0.043285317336124327,0.07304735443491854,1.3745092027980088e-19,6.13878393889883e-17,0.006990592935288022,0.9929674549395001
22,0.4620219066781801,0.03184182421824272,0.09050074608588261,9.955561299322911e-11,1.5200442050647305e-06,0.18920594393550288,0.9212280029681592
23,0.8243708498258826,0.06060344010022807,-0.7226195824161566,1.180208705510084e-10,6.73984773809732e-07,5.6959652420971505e-06,0.699149504723487
24,0.4797249055465128,0.04449243898077514,-0.06421017313448701,3.2991695817276184e-14,7.865145429247355e-12,0.17345202742074617,0.9667147179121482
25,0.6516438554874824,0.02891578417202588,-0.06812179643979893,1.5228142060936777e-05,0.056875939307723285,0.7350805452465217,0.3633217466731269
26,0.5450081769300673,-0.02197560207466026,-0.2518596979866873,2.9588268466313537e-05,0.09696576254252234,0.16509508185417632,0.6433025555250902
27,0.27646954167906457,-0.02837094696879207,0.30409145568497664,0.06191870425927969,0.11483808310951156,0.21670811267723794,0.11763130423013979
28,0.4119166986593197,0.03673480377936007,0.15539743560790967,1.8661675326140446e-16,1.1457765631720268e-13,4.2835028512028444e-05,0.988767743480632
29,0.5956335435716884,0.010767749943007632,-0.305761712978208,1.1711397858567169e-05,0.41163538625019025,0.10047324019108139,0.18158534671655435
30,0.7304233011739488,0.053690485528276696,-0.49884024517329123,2.009842491072119e-09,6.4288283789714625e-06,0.0006470163648492136,0.6614559776106655
31,0.5278752034698109,0.03803127596954699,0.01983686739060464,2.862973130489933e-14,7.203968700076861e-10,0.6943195391242339,0.9580634254782086
32,0.6221001041348541,-0.015586151320683833,-0.456451976425031,1.3156355935767665e-08,0.08277226301754585,0.0009214623044800043,0.853138508960771
33,0.4578229446056421,0.03503451107587426,0.03674190165597102,1.8035727841233233e-06,0.0005585623291764951,0.7612678531096166,0.7823502423537683
34,0.47624611723058824,0.03688076047163466,0.03254483991638896,7.575056790373942e-09,8.951749706240937e-06,0.7144965221879245,0.878383133661076
35,0.2512650319196318,-0.010075050153983271,0.5215878636877552,0.0470660550184877,0.4992031999404474,0.017794388437191107,0.4349219512169805
36,0.5721397468395123,0.03860307558784597,-0.3999665883189904,1.794291006951873e-05,0.006441145922364792,0.03428778338997235,0.31522377308141114
37,0.5987680485670533,0.04580507547582578,0.012337745205279693,9.169651268322625e-14,7.085916172781187e-10,0.8388111276055326,0.9568740650935375
38,0.46027574983211533,0.04035091882270461,0.03373264357303585,1.3469588834496394e-17,1.2505336146998063e-14,0.2683850885025214,0.9868815068382536
39,1.1355194969712332,0.08060632045937335,-1.1678247856357817,2.2424508097834813e-21,1.798771357838468e-16,7.156843235455608e-17,0.9667804841546539
40,0.5498140767052626,0.04607912910956975,-0.0031552638890210982,2.8492914140862757e-18,6.75514279809267e-15,0.9243923117952684,0.9862240313351134
41,0.5368896812141883,0.04168917533995871,0.05873164404099718,1.2650850746866796e-20,1.5858314101995616e-16,0.02678410236661371,0.9920289166940613
42,0.7462935881512351,-0.018886204144027016,-0.3780445571763338,2.9121668451739328e-08,0.09394640912137144,0.019194969494416313,0.7673608931271376
43,0.7331169297455384,0.053122029963908406,-0.2270769148192674,6.177261295120698e-12,7.240795331586471e-08,0.02123291313639996,0.8745968913753744
44,0.4908110735687876,0.036271074647652425,0.1695975016101244,6.15369728156985e-16,1.3290414726779732e-11,0.00022680153170411433,0.9825312436632533
45,0.4915501456323895,0.043400988006237984,-0.01605977391983973,7.566103028552938e-16,5.381414414292748e-13,0.6819602834648474,0.9778616081099394
46,0.4606037134325677,0.04145877696089853,-0.1393746125004962,1.6455385823687013e-06,9.401940406404234e-05,0.25591519316244155,0.7386451369802335
47,0.3154839400947745,0.02028684267164959,0.33937233376834886,1.4817302473954402e-05,0.00806808347296361,0.001958592411966495,0.8819151648188777
48,0.24892097880620892,0.015510017763352653,0.29830673872856317,0.02141368004922592,0.2217642554808452,0.09482790203322668,0.6184362056236004
49,0.22396373101742428,0.0015195759552803847,0.2611787532273176,0.02645565069292793,0.8964978545575082,0.11701903348104851,0.3696498993545372
50,0.21149169724948136,-0.058419701308415645,0.5112466111631226,0.045758254664205945,0.0001037549173134009,0.006604426463360084,0.5694222220867495
51,0.853052119582581,0.05044769494992374,-0.7912670538970692,3.5914985694254307e-09,0.00014082613086537364,3.276761588141882e-05,0.5684515530207863
52,0.5385155829411916,-0.008861524471662306,-0.0717758073699899,0.001044247492867881,0.6164239754956586,0.769020926583353,0.10447037569163597
53,0.4372400568436165,0.04073091304276502,0.0443433259609598,2.378117993396266e-14,5.286815896660714e-12,0.29002279013257354,0.9765702444508626
54,0.2804146398538206,0.01023597137842163,0.17021104386239397,0.005090922340407074,0.3639408481598114,0.27758974309439893,0.4273172769585081
55,1.0901220058895147,0.08055838705268667,-1.0806619186098017,3.54533026397555e-18,1.006881559260599e-13,1.8673949589960089e-13,0.9343874935559046
56,0.4275859365529254,0.04034476844309667,0.03892242929063147,7.544401497306702e-07,2.8422245736344793e-05,0.7146767364230897,0.8590512085286789
57,0.3114203471294539,-0.0209891053133513,0.0824608036760009,0.0199824207294791,0.1822198080495285,0.6993676900022626,0.1766189960213418
58,0.6796980513578603,0.00231118343755291,-0.36162939732420674,1.6751138022917473e-05,0.8796452773413193,0.09788241537291961,0.3292914594502232
59,0.5999086289588462,0.046767497933242926,-0.21696646401473801,1.0687281576094941e-11,3.5327777133382836e-08,0.010158533619698358,0.878460836977315
60,0.3138904197975616,-0.022995236317726403,0.3092022374589283,0.04242136727164874,0.21217358590169344,0.22512537475897626,0.07604933245593104
61,0.0737858087333831,-0.015485599975114978,0.6194306029351576,0.5557711653332115,0.31866581168560026,0.007623790026983954,0.46434787425489044
62,0.41479477875241555,0.042720214166058396,0.043102892152032335,3.8972782077789224e-10,8.744140517556737e-09,0.5115239825779194,0.9479017046731072
63,0.36272480730802165,0.03306067326906601,0.14104430634547704,1.6600623993084195e-08,1.7863899114240307e-06,0.05698246707457067,0.9301991843233927
64,0.3212467102789685,-0.014354867630301919,0.10133202612110809,0.007652937785633664,0.2961319451348491,0.5906083886029594,0.07635172087152631
65,0.42097700332629684,0.03868372320554748,0.02408237980110242,2.028025728314041e-11,3.926758596572582e-09,0.6703059035298873,0.9501628602132656
66,0.5118623663879777,0.021624388417170654,-0.37440340993891597,0.00010174908306925623,0.11581345184079792,0.0528960389661505,0.16947113571139427
67,0.45949650119430996,-0.012168789756009204,0.051214152120379594,0.006118975345394487,0.5189012721930584,0.8438336621047782,0.04452527957506669
68,0.6016461651433056,0.03940039490912453,-0.08649127312583063,6.987498811842252e-14,8.353019321660077e-09,0.15993863592249896,0.923825894683555
69,0.08417665290636307,-0.015478799986434994,0.529349062624282,0.505156150397726,0.32233933003870585,0.020615537544310118,0.35675166337322084
70,0.5886214425849764,-0.02973873825082881,-0.1441450028130995,1.5097232895225905e-06,0.012944086017063053,0.35248540557304064,0.709531705339818
71,0.5261460880362332,0.022081427376138003,0.07422821480539407,3.276958121219729e-06,0.04456976862655974,0.6093503911374767,0.5639700140909487
72,0.5659568001847253,0.03649504910150356,-0.15010254947502832,1.8340539062087378e-05,0.008836616700366853,0.4008794364272099,0.47762437405573055
73,0.5517408937863485,0.044362623908078394,-0.1372530667985213,1.2386689554011417e-12,3.105579189917754e-09,0.041193855681159554,0.9231796379548349
74,0.6464457969683054,0.00552983993498459,-0.4037426043053056,2.966058034997309e-07,0.613472851802563,0.01328709849850785,0.4975480347505056
75,0.4791445799749951,0.0481036085143057,-0.08667943362308211,2.0857215365451e-06,3.1262912965613285e-05,0.4997107869975286,0.8083939102028594
76,0.4458620260641935,0.039298239034542326,0.05455899560554882,6.186244322677357e-13,3.2287607319216277e-10,0.27993411196648454,0.9651905884845621
77,0.7706105649981405,0.06472912897198103,-0.5790661600756907,2.524880569290071e-11,2.194477748612129e-08,1.456323833913011e-05,0.8107771323559545
78,0.2798956568434111,-0.029520153947285077,0.20587303859531206,0.05679525403395014,0.0986146041805462,0.3938114186897119,0.17872217681000324
79,0.6864118199633971,0.05416045294452557,-0.22370505407651323,3.106751503101312e-14,1.5043570323395664e-10,0.0024481479972935033,0.9357636939894342
80,0.40373819775451336,0.033321130002580926,0.1618049224654643,1.3838935269405892e-15,3.5136518615220043e-12,6.801452848524705e-05,0.9850571240943204
81,0.757465814114999,0.061366035358419814,-0.4411844352213633,1.3381816017553554e-10,1.6900730403536706e-07,0.0006975062551571208,0.8052517704351321
82,0.12369132734712217,-0.011873563918239974,0.6447486819489392,0.21334847507241372,0.32800257196528115,0.0007715995330252581,0.647962317725938
83,0.4853528368312311,0.038847758850001614,-0.10681679639140752,5.348849689310119e-10,6.575771960070446e-07,0.17919022709113508,0.8669568217525154
84,0.5086588680619204,0.04170054845030673,-0.3251487901225507,1.5573978827012073e-05,0.0012772355758705715,0.0486590776315731,0.4740800902419966
85,0.47263025190555874,0.04091472178128614,0.027325997111273245,3.062818072099399e-11,1.5771964321363836e-08,0.673822322814567,0.94213024780345
86,0.38866308892624696,0.0231944016154542,0.12319871214608055,0.0012608153112405962,0.08533991140221005,0.49606479558696037,0.5308037181447581
87,0.6104537063103646,0.03277649280210018,-0.18177372591677032,1.0839848099932317e-05,0.020657582709757753,0.327493875598588,0.3585270263940944
88,0.4446029234164828,0.04329777211133137,0.003093469195164289,9.947013354993914e-10,5.296319133980701e-08,0.9665562743422371,0.9288752695751958
89,0.7252245840450438,0.04205207784969536,-0.11869018451359123,2.7268505694587256e-11,6.414755761281963e-06,0.23753083216240994,0.8241447103894483
90,0.3824635412337333,-0.02985349000283475,-0.09310933402673727,0.0006983792255843054,0.019944661720608315,0.5764139885346754,0.636500456952678
91,0.40933261427206225,-0.00876608484034568,0.16443360741633334,0.010543335042553151,0.630039902789381,0.5149824722856637,0.021793793778751347
92,0.5640284565162783,0.05246578052321145,-0.21853475556150548,6.92164928959143e-16,1.7887111749560263e-13,6.749578131067153e-05,0.9671978157759803
93,0.6862655080585114,0.031069756288415133,-0.3550204249912705,1.0406691674136533e-06,0.020929455876681068,0.05194160743427998,0.23009884382243428
94,0.43629093398510876,0.04151799781000673,-0.0869077835283959,1.9001072595369528e-06,5.524928693853615e-05,0.45499342753495997,0.7868739669758702
95,0.4190283817245702,-0.04154223330232304,0.3265108687193888,0.0032890481911259715,0.014267866707378736,0.14419251331143965,0.3161163253225022
96,0.638664828551061,-0.02177257759594828,-0.19274904938229268,3.0931179762108486e-06,0.09602418998935956,0.2777271254298759,0.5941236532053171
97,0.23055639082768406,0.01836885735810734,0.538372982317388,2.900727698433141e-07,0.00010030332216136988,1.558153633498897e-09,0.9756584143634217
98,0.6196313959026033,-0.008148733565660591,-0.28401379063415944,3.4631517003806534e-05,0.5817669642481189,0.1736289907986936,0.41222320408847657
99,0.4555699735876694,0.01551570923635973,0.242938546010932,0.00042144409289418896,0.2600361086193061,0.2046183425078489,0.5210233537555004
100,0.4187051740422395,0.039973333749129515,0.07376971590169557,3.1624401515926535e-16,5.0097919051861443e-14,0.029246232552743646,0.9866092603328204
101,0.420696848862583,0.042195297581820335,0.061059170029447885,5.200956939793212e-17,3.2023722707950972e-15,0.04730973037561868,0.9893343819156201
102,0.3978146193248108,-0.017679407271748302,0.1858849578120735,0.0034745527174395974,0.24760194783367792,0.37665887847096546,0.06583215982938762
103,0.4166018081104844,0.034845055330273794,0.1270645325111907,4.647884062407612e-10,2.993837645078334e-07,0.06579539936937064,0.9407144312066598
104,0.7213440522641317,0.0445180621056299,-0.4475780345291941,4.127525652715515e-08,0.00041398923335877043,0.006200451990380785,0.47417970596555337
105,0.45394951438007963,0.044743595944840106,0.07917665902768029,6.207729521780959e-10,2.81816010646649e-08,0.28711841510708985,0.9453759724173958
106,0.5135818838344289,0.029253212201528486,0.18230783833759573,4.1233204226146253e-10,5.302130539484359e-05,0.03356744187859534,0.9064609018289823
107,0.33073013931426015,0.010551460659307777,0.1614799111460986,0.014519222568619974,0.4971793893584694,0.45349933397706377,0.2744511808589635
108,0.37149008107209996,0.019269505468243568,0.30420482076633537,1.377393526044724e-05,0.02721719059665672,0.013204409214544719,0.8219086503940263
109,0.3433170672031321,-0.01463460283735408,0.17183233931140618,0.03293684324544705,0.43767648890013666,0.5095237915670471,0.028985456933937392
110,0.5469610783111243,0.023480564142009303,0.16250775579325774,3.163091894226534e-06,0.039876716929536024,0.28580186649061334,0.6604802419935298
111,0.33177223243319665,0.028519376230301527,0.17689980768324487,7.3037529322021065e-06,0.0004789472673939677,0.07854070589008978,0.8657834554562477
112,0.15259467537921967,-0.01846998025074468,0.36488689806623464,0.15714600328800674,0.1635975015454297,0.05200347072218084,0.18332188861580168
113,0.48484405198858105,0.043852450212163434,0.04808306088294398,5.4587531232745853e-17,2.629803614538149e-14,0.16564299398020527,0.9863042873322462
114,0.6663446355854735,0.05391183859770243,-0.3439004276700614,6.000908518321456e-12,1.1460499797906611e-08,0.0004483229986849635,0.8655869157443674
115,0.3594414540138223,0.013145182379946841,0.3967136696534206,1.0371290321754158e-05,0.10192967335229519,0.0012412210958638245,0.8422393572454142
