actor_id,login,name,email,bio,tag,Number of followers,Number of following,tfidf_similarity,Number of Activity,Number of Issue,Number of Pull Request,Number of Repository,Number of Commit,Number of Active day,Periodicity of Activities,Number of Connection Account,Median Response Time,label
44651202,0,0,1,1,0,13,0,0.405857343,32621,22320,4364,378,5559,342,0.70861398,102,7015.5,Bot
61254497,0,0,0,0,0,2,0,0.497862097,16590,1032,0,7675,7866,337,0.704255971,15,110156.38,Bot
30189218,0,0,0,0,0,65,0,0.0,110139,2716,43581,2394,61448,360,0.698925659,641,13931.40816,Bot
42973632,0,0,0,0,0,16,0,0.039033557,102561,68209,11108,5717,17527,360,0.694774312,308,96775.35294,Bot
36466523,0,0,0,0,1,0,0,0.800104454,27835,27835,0,0,0,361,0.693879181,220,13059.4303,Bot
43144390,0,0,0,0,1,0,0,0.507588823,57021,57021,0,0,0,361,0.69156149,712,56724.0,Bot
53056553,0,0,1,0,0,6,1,0.671364071,3796,483,295,11,2970,361,0.69118929,9,98767.4375,Bot
21015829,0,0,0,0,1,0,0,0.437412746,10105,10105,0,0,0,339,0.690705967,90,98808.0,Bot
15467072,1,0,0,0,0,333,0,0.513164267,53512,4610,482,3202,45218,360,0.689330641,82,48540.66667,Bot
6948709,0,0,0,0,0,12,0,0.0,108109,304,9842,52143,5414,357,0.686022474,58,4638.0,Bot
79381923,1,0,0,0,1,0,0,0.471835347,111655,111655,0,0,0,139,0.683875925,2,13059.4303,Bot
15837671,0,0,0,0,0,34,0,0.126478132,107286,46748,1588,30361,28331,360,0.683191942,490,289347.0,Bot
62694369,1,0,0,0,0,48,0,0.943455736,29698,4906,10110,10564,4118,357,0.681361687,60,135460.8571,Bot
51384143,1,0,0,1,0,0,1,0.372060577,14928,223,62,2,14641,354,0.680446785,5,0.0,Bot
58020879,0,0,0,0,0,0,0,0.0,77177,5820,13954,43384,14019,356,0.679979297,52,13059.4303,Bot
73116608,0,0,0,0,1,0,0,0.99013223,19189,54,3,8111,11021,354,0.676905181,31,4835.462963,Bot
37929162,0,0,0,0,1,0,0,0.107123905,552423,43976,199499,109831,199117,361,0.673857304,1461,115198.8,Bot
49659427,0,0,0,0,0,1,0,0.0,42561,3803,38758,0,0,150,0.670716209,32,0.132075472,Bot
76908410,0,0,0,0,0,2,0,0.0,7560,1544,2521,41,3454,135,0.661933605,47,138.6024096,Bot
41213312,0,0,1,0,0,9,0,0.419672697,63649,42215,10866,259,10309,353,0.658869446,124,79227.0,Bot
72751432,0,0,0,0,1,0,0,0.577553304,48532,48532,0,0,0,142,0.655675566,3,0.0,Bot
53356347,0,0,0,0,0,1821,0,0.265231471,74837,2005,7935,15363,44625,358,0.646621656,184,88218.5,Bot
43336896,0,0,0,0,1,0,0,0.785770977,9752,9505,247,0,0,355,0.643012154,157,71912.0,Bot
55858104,1,0,0,0,1,0,0,0.075988333,102516,102516,0,0,0,328,0.642779957,798,30242.28571,Bot
6102858,0,0,0,0,0,2,0,0.765802273,3960,933,8,2479,175,356,0.639299133,8,21067.6,Bot
16837285,0,0,0,0,0,144,0,0.024548405,151300,17610,12567,38,121084,345,0.638756331,289,282386.75,Bot
52951923,0,0,0,0,0,0,0,0.709297267,8366,25,0,6,8333,341,0.638655346,1,13059.4303,Bot
86325950,0,0,0,0,0,0,0,0.0,56621,5604,51017,0,0,161,0.636522931,35,13059.4303,Bot
34882892,1,0,0,0,0,128,0,0.0,71042,171,277,44751,25677,342,0.635937655,3,13059.4303,Bot
63355234,0,0,0,0,0,0,0,0.976629613,49345,128,143,3380,45694,357,0.634342358,7,866.0,Bot
75068438,1,0,0,0,1,0,0,0.141843865,5383,5383,0,0,0,313,0.632104483,90,13059.4303,Bot
6422482,1,0,0,0,0,1489,0,0.153654126,166269,63024,18546,4428,80236,361,0.630960498,543,62984.5,Bot
86326137,0,0,0,0,0,2,0,0.078048641,348774,108253,94089,76062,70370,161,0.629757318,224,13059.4303,Bot
5184102,0,0,0,0,0,32,0,0.0,78896,9,9,0,78878,360,0.629514019,1,13059.4303,Bot
43336822,0,0,0,0,1,0,0,0.22834126,71291,30759,7299,0,33233,358,0.628651071,179,85610.5,Bot
69833949,0,0,0,1,0,1,0,0.467502022,11887,2198,0,1,9688,361,0.62625128,6,13059.4303,Bot
39689386,0,0,0,0,1,0,0,0.0,4724,4724,0,0,0,344,0.620239924,39,40290.5,Bot
46904574,0,0,0,0,0,14,0,0.406398522,28123,6846,0,21277,0,356,0.61850323,82,13059.4303,Bot
44709815,0,0,0,0,1,0,0,0.0,6903,6903,0,0,0,355,0.618324519,88,13059.4303,Bot
36231209,1,0,1,0,0,0,0,0.0,4290,3056,652,110,469,354,0.614007969,4,79608.87,Bot
18567580,0,0,0,0,0,8,0,0.480263952,164851,70400,3380,1984,89087,361,0.613750477,435,13059.4303,Bot
92114575,0,0,0,0,1,0,0,0.371530333,3246,2475,391,7,373,64,0.609559464,42,140692.0,Bot
56469371,1,1,0,0,0,0,0,0.692711716,28203,16320,5549,106,6149,210,0.60583205,107,43509.0,Bot
82299066,0,0,0,0,0,0,0,0.298443917,88629,28618,17198,16130,26683,160,0.603068292,104,13059.4303,Bot
8108735,0,0,0,0,0,67,0,0.22037536,43556,43556,0,0,0,349,0.601622886,92,148.5340909,Bot
4031291,0,0,0,0,0,37,0,0.0,14851,14851,0,0,0,361,0.600449649,96,285.5172414,Bot
54940324,1,0,0,0,0,0,0,0.157251653,36400,12041,8411,15431,517,357,0.597753817,221,61346.05882,Bot
9448959,1,0,0,0,0,4,0,0.403892035,9523,9523,0,0,0,334,0.595062183,91,4065.65,Bot
49419645,1,0,0,0,1,0,0,0.567288014,48233,48233,0,0,0,360,0.594718641,345,13059.4303,Bot
25687724,1,0,0,0,0,6,0,0.444394996,74689,61822,4778,566,7330,361,0.594288587,137,77928.8,Bot
71242396,1,0,1,0,0,27,1,0.147351471,129271,80136,16660,4044,28431,358,0.590377878,291,65006.16667,Bot
86369174,1,0,0,1,0,0,0,0.519137901,71550,34135,12402,12385,12628,160,0.58740615,93,13059.4303,Bot
43080478,0,0,0,0,0,58,0,0.923953536,19493,14261,1900,1912,1281,361,0.587187639,79,75809.35294,Bot
15893131,1,0,0,0,0,4,0,0.583392072,46637,5676,4566,4554,31735,348,0.584960899,92,13059.4303,Bot
52198440,0,0,0,0,1,0,0,0.015165294,36088,10269,0,0,25819,357,0.581376756,154,41825.0,Bot
94144367,1,0,0,0,0,4,0,0.410712311,7294,7294,0,0,0,51,0.577332918,178,54903.33333,Bot
4170616,0,0,0,0,0,25,0,0.107235185,233215,29078,3073,49815,151150,361,0.574440247,91,59416.66667,Bot
61076533,0,0,0,0,1,0,0,0.0,24924,24924,0,0,0,359,0.572736104,163,13059.4303,Bot
49736102,0,0,0,0,1,0,0,0.841933027,309440,7387,171164,48877,82012,361,0.571330223,462,64649.5,Bot
63198135,1,0,0,0,1,0,0,0.0,15420,15420,0,0,0,352,0.570578445,125,13059.4303,Bot
83668334,0,0,0,0,0,13,0,0.440928121,2953,329,10,12,2602,225,0.56871501,42,15533.0,Bot
57364268,1,0,0,0,0,1,0,0.476455567,6985,123,0,1,6861,145,0.564694463,1,2501.5,Bot
43480880,0,0,0,0,1,0,0,0.720869696,4881,4881,0,0,0,355,0.563100897,420,165121.0,Bot
37854986,0,0,0,0,0,4,0,0.556812057,9313,9313,0,0,0,339,0.560350873,195,67436.75,Bot
37855015,0,0,0,0,0,7,0,0.52174211,9147,9147,0,0,0,341,0.557916972,192,56581.83333,Bot
37626415,0,0,0,0,0,24,0,0.252334201,21787,1367,6335,9421,4664,360,0.555862462,44,7.666666667,Bot
77021077,0,0,0,0,0,0,0,0.0,65907,4,0,11,65892,62,0.555248231,1,17.33333333,Bot
79088220,0,0,0,0,1,0,0,0.10807551,7445,7445,0,0,0,252,0.555058087,35,43123.5,Bot
20963210,0,0,0,0,0,142,0,0.092008567,10337,3171,627,1778,4428,358,0.554948444,6,21.56,Bot
52199148,1,0,0,0,0,2,0,0.588518964,1186,41,17,21,1092,279,0.554462694,7,134.9090909,Bot
3895341,0,0,0,0,0,5,0,0.597635569,6888,2250,0,89,4549,182,0.553853566,4,13059.4303,Bot
26586327,0,0,0,0,0,2,0,0.0,25576,10799,0,3,14773,208,0.553208427,1,13059.4303,Bot
31047340,0,0,0,0,0,5,0,0.179814524,16091,16071,10,1,0,348,0.552586017,70,62991.6,Bot
31677740,0,0,0,0,0,0,0,0.720364644,12892,2300,3492,3464,3636,178,0.552177425,12,1520.0625,Bot
60386806,1,0,0,0,0,1,0,0.0,13551,224,178,191,12958,360,0.552026883,5,13059.4303,Bot
57463719,0,0,0,0,1,0,0,0.335300014,397,397,0,0,0,147,0.551315827,23,22705.59375,Bot
41968677,1,0,0,0,0,2,0,0.35352514,35947,30133,2397,816,2484,356,0.551100319,56,160198.8571,Bot
53064849,0,0,0,0,1,0,0,0.389521663,13817,13797,20,0,0,359,0.550821854,179,13059.4303,Bot
42748379,0,0,0,0,1,0,0,0.914970574,110574,752,32047,34340,43435,361,0.547882863,165,13059.4303,Bot
36771401,0,0,0,0,1,0,0,0.266326154,123431,87244,441,26531,8312,361,0.545353252,1113,70704.375,Bot
31901150,1,0,0,0,0,0,0,0.0,483,249,0,64,170,129,0.543844139,4,1.0,Bot
16718781,0,0,0,0,0,0,0,0.18297906,11875,4770,0,0,7105,355,0.543184217,20,52445.6,Bot
46564150,1,0,0,0,1,0,0,0.0,21548,21548,0,0,0,360,0.542965641,209,13059.4303,Bot
25311884,1,0,1,0,0,41,0,0.728904831,57002,33269,11064,1064,11605,359,0.540992846,139,13059.4303,Bot
47790158,1,0,0,0,0,2,0,0.0,3307,3307,0,0,0,354,0.540835791,40,2463.5,Bot
63493438,0,0,0,0,1,0,0,0.487174112,30891,272,29621,15,983,312,0.540790945,98,18165.59259,Bot
39779558,0,0,0,0,1,0,0,0.262705446,852,808,44,0,0,165,0.540782891,17,31108.0,Bot
37855124,0,0,0,0,0,9,0,0.493605366,9428,9428,0,0,0,340,0.534985591,192,62192.0,Bot
2354108,0,0,0,0,0,214,0,0.531396324,180558,180558,0,0,0,358,0.534905717,1348,187145.6667,Bot
36490558,1,0,0,1,0,26,0,0.353097118,239632,4054,47764,84165,103649,361,0.5336358,473,219030.3846,Bot
54081388,1,0,0,0,1,0,0,0.843180923,23102,23102,0,0,0,359,0.532422458,287,195635.0,Bot
76961798,0,0,0,0,0,0,0,0.503102612,6904,2951,0,0,3953,236,0.531711306,1,13059.4303,Bot
33906690,0,0,0,0,0,9,1,0.477120168,98346,85842,5985,87,6432,356,0.530798878,86,168489.0,Bot
30606887,0,0,0,0,1,0,0,0.105802344,23883,23883,0,0,0,361,0.530717759,732,130362.0,Bot
26440463,1,0,0,1,0,77,0,0.29864214,18814,10460,47,1479,6768,358,0.529746853,67,79531.0,Bot
89770411,1,0,0,0,1,0,0,0.163645045,2324,2172,152,0,0,43,0.529294766,13,13059.4303,Bot
22779605,0,0,0,0,1,0,0,0.290366308,138336,6833,41124,24231,65859,360,0.527235361,211,13059.4303,Bot
8862693,1,0,0,0,0,144,0,0.036857765,50109,50109,0,0,0,361,0.526961583,53,63519.36,Bot
41993974,0,0,0,0,1,0,0,0.035898193,15766,15766,0,0,0,361,0.526678809,224,78875.0,Bot
1779249,1,0,0,0,0,42,0,0.028624084,227308,201457,4201,1435,20215,361,0.525429591,552,122193.1111,Bot
71083854,0,0,0,0,1,0,0,0.261773028,9363,9363,0,0,0,357,0.525026923,101,13059.4303,Bot
37855075,0,0,0,0,0,10,0,0.508835124,9341,9341,0,0,0,334,0.520436318,184,53091.72727,Bot
56610014,0,0,0,0,1,0,0,0.068388484,14833,14833,0,0,0,358,0.519453453,205,183663.96,Bot
74506764,0,0,0,0,1,0,0,0.491645201,4205,240,423,412,3130,358,0.51847516,3,13059.4303,Bot
34695204,0,1,0,0,0,0,0,0.21123436,11706,164,0,14,11513,357,0.514598552,1,10449.0,Bot
67733299,0,0,0,1,0,12,2,0.057044805,6699,1224,777,22,4526,360,0.511728056,12,22478.66667,Bot
12432488,0,0,0,0,0,2,0,0.380065464,3338,3338,0,0,0,237,0.509346061,83,13059.4303,Bot
18333116,0,0,0,0,0,25,0,0.22202467,22028,14694,67,979,5711,331,0.507500417,205,216943.5,Bot
26566442,1,0,0,0,0,47,0,0.04463203,444,414,13,0,6,44,0.506872852,15,216.8,Bot
54082712,0,0,0,0,1,0,0,0.921770316,2989,2989,0,0,0,128,0.5038292,137,132082.3333,Bot
10861600,0,0,0,0,0,0,0,0.285227384,59634,41010,0,9,18615,206,0.499794504,2,13059.4303,Bot
28524381,1,0,0,0,0,9,1,0.421631508,7140,6796,0,53,267,325,0.497962535,22,113744.3333,Bot
63029101,1,0,0,0,1,0,0,0.168967312,41882,16274,349,12,25247,359,0.497436065,160,13059.4303,Bot
52682268,0,0,1,0,0,68,0,0.650152611,24209,8650,7271,179,8109,359,0.49636205,193,62569.0,Bot
63816999,0,0,0,0,0,48,0,0.047081205,76684,57494,3787,5012,10391,361,0.496159211,128,13059.4303,Bot
8864000,0,0,0,0,0,1,0,0.122623879,7825,96,6,186,7537,315,0.494934698,4,13059.4303,Bot
15823519,0,0,0,0,0,5,0,0.882973425,3755,3755,0,0,0,298,0.49378739,16,58424.46667,Bot
73139402,0,0,0,0,1,0,0,0.744823923,35256,35256,0,0,0,301,0.493716515,114,13059.4303,Bot
29553947,0,0,0,1,0,11,0,0.248341414,10382,6681,0,0,3528,357,0.492795613,15,49707.5,Bot
51150235,0,0,0,0,0,0,0,0.62761296,107744,230,23963,42714,39395,328,0.491567608,115,13059.4303,Bot
17270325,0,0,0,0,0,6,0,0.605355353,8858,290,513,902,6941,352,0.490612406,16,37805.94737,Bot
51506086,0,0,0,0,1,0,0,0.703359642,1236,1226,10,0,0,223,0.490490351,55,70915.72,Bot
48600411,0,0,0,0,1,0,0,0.407065361,6947,6947,0,0,0,354,0.48866724,81,40841.0,Bot
36754821,0,0,0,0,1,0,0,0.60952072,196189,174346,21843,0,0,360,0.488408275,333,69766.2,Bot
65553080,0,0,0,0,0,33,0,0.75808562,241349,241349,0,0,0,256,0.488257,1914,99032.0,Bot
20182680,1,0,0,0,0,26,0,0.0,37089,1292,0,11618,12531,359,0.486529425,11,41116.0,Bot
25405787,0,0,0,0,0,15,0,0.112257245,4069,2129,46,29,1865,342,0.486113087,60,97611.69697,Bot
11571300,0,0,0,0,0,147,0,0.685017442,76438,76438,0,0,0,361,0.485932953,1846,13059.4303,Bot
69001827,0,0,0,1,0,0,0,0.809381206,577,577,0,0,0,38,0.479462433,16,105538.5761,Bot
19979279,0,0,1,1,0,151,0,0.0,7500,2970,766,102,3662,359,0.472989063,20,13059.4303,Bot
26720499,0,0,0,0,0,18,0,0.962690317,17,9,0,0,8,15,0.472027972,3,13059.4303,Bot
27495990,1,0,0,1,0,2,0,0.0,18332,1,2923,914,14494,334,0.470983668,21,13.0,Bot
42042535,0,0,0,0,0,214,0,0.252334201,13462,1252,3934,5503,2773,352,0.470693907,50,13059.4303,Bot
35607980,0,0,0,0,1,0,0,0.8472193,9833,9833,0,0,0,356,0.469773469,77,13059.4303,Bot
14330603,0,0,0,0,0,8,0,0.180754604,8547,2645,223,3757,1922,339,0.469575083,15,184174.0,Bot
52562448,1,0,0,0,0,0,0,0.0,3649,3649,0,0,0,320,0.468664782,64,34539.14815,Bot
30351955,1,0,0,0,0,5,0,0.632585454,16866,533,3213,11586,1479,347,0.468517409,22,28880.71111,Bot
27334172,0,0,0,0,0,52,0,0.394501539,64763,3638,20473,20441,20211,360,0.467581161,142,99004.08511,Bot
53030124,1,0,1,0,0,5,0,0.34084739,6357,6118,239,0,0,355,0.465822243,129,154450.5763,Bot
24444246,1,0,0,1,0,32,0,0.569077343,3806,96,175,170,3365,345,0.462485717,8,70861.75,Bot
37411558,0,0,0,0,0,25,0,0.351372986,9064,9064,0,0,0,358,0.461833408,139,143692.6415,Bot
50554310,0,0,0,0,0,31,0,0.307952615,88314,26758,20350,20677,20529,361,0.460606009,143,418535.5,Bot
43237426,1,0,0,0,0,1,0,0.373642418,45257,10283,6863,7133,17799,295,0.460486644,51,2.673469388,Bot
65603201,0,0,0,0,1,0,0,0.145874391,6470,6470,0,0,0,335,0.459880501,164,101248.0,Bot
67918504,0,0,0,0,0,4,0,0.809030713,19183,4391,386,463,13936,353,0.457401791,37,13059.4303,Bot
66930949,0,0,0,0,0,5,0,0.075867536,24503,13615,5425,3991,1370,316,0.454530799,197,48956.33333,Bot
57676739,0,0,0,0,1,0,0,0.804817454,3236,3236,0,0,0,59,0.454299753,46,512929.0,Bot
13561988,0,0,0,1,0,0,0,0.115569962,1392,132,506,337,417,288,0.453615357,14,422.12,Bot
6270979,1,1,0,0,0,86,0,0.0,7802,34,0,3175,1332,359,0.449192427,4,32703.8,Bot
8736538,1,0,0,0,0,0,0,0.0,3887,12,2757,561,557,147,0.447182804,16,1894.4,Bot
54863671,1,0,0,0,1,0,0,0.0,11629,11629,0,0,0,350,0.446126822,160,51884.05882,Bot
31079468,1,0,0,0,0,2,0,0.0,9374,1,788,897,4235,357,0.444990329,5,4388.0,Bot
17834419,0,0,0,0,0,7,0,0.270200005,6108,6108,0,0,0,358,0.444563272,62,76888.46154,Bot
28546240,0,0,0,1,0,111,0,0.098946662,743,717,17,3,0,54,0.443311524,67,175478.0,Bot
68531283,0,0,0,0,0,189,0,0.923420028,3152,2,0,181,2969,198,0.442582082,1,92882.0,Bot
62039782,1,0,0,0,0,76,0,0.425315815,93458,93447,8,3,0,361,0.440911557,413,114979.0,Bot
60162190,0,0,0,0,1,0,0,0.0,144697,9579,49345,34701,51072,355,0.440043973,198,13059.4303,Bot
30732788,0,0,0,0,1,0,0,0.727121507,3796,3796,0,0,0,338,0.435475964,48,13059.4303,Bot
47433925,0,0,0,0,0,1,0,0.563704541,35195,14134,21036,1,24,359,0.434761194,61,166504.7059,Bot
69588470,1,0,0,0,0,0,0,0.045115934,7765,359,454,428,6515,289,0.434341832,25,32415.03333,Bot
37820187,1,0,0,0,0,3,0,0.534167941,1945,1800,34,20,91,252,0.432619482,4,80086.33333,Bot
36074895,1,0,0,0,0,1,0,0.852619632,1773,76,0,802,98,184,0.432194806,5,8855.285714,Bot
47040946,0,0,0,0,0,21,0,0.076163797,26024,8531,7068,5962,4463,357,0.429545139,91,13059.4303,Bot
33322735,0,0,0,0,0,7,0,0.597119394,25386,10391,7341,7526,128,322,0.426732962,445,120836.5,Bot
12387510,0,0,0,0,0,9,0,0.346262415,5815,349,0,0,5466,354,0.426402687,65,4020.85,Bot
37350809,1,0,0,0,0,5,0,0.0,2275,1058,58,415,555,246,0.426088031,41,0.6,Bot
62120345,1,0,1,0,0,6,0,0.751207468,3943,106,327,922,2330,358,0.424335286,6,267.2941176,Bot
86324825,0,0,0,0,1,0,0,0.759868463,3340,2198,49,74,1019,134,0.423680107,55,13059.4303,Bot
45370463,0,0,0,1,0,28,0,0.0,6729,16,604,3406,2686,297,0.422787399,19,33716.5,Bot
42390046,0,0,0,0,0,3,0,0.0,83,77,0,6,0,55,0.421686747,4,13059.4303,Bot
77466803,0,1,0,1,0,7,0,0.437824451,8070,8067,3,0,0,233,0.421112424,311,63.56521739,Bot
33589210,1,0,0,0,0,0,0,0.0,22524,22451,3,35,2,222,0.420888099,14,13059.4303,Bot
65761570,1,0,0,0,0,126,0,0.982289928,20556,6902,6693,1,6960,359,0.420467802,64,13059.4303,Bot
28159383,0,0,0,1,0,1,0,0.49049713,3136,3136,0,0,0,218,0.420287041,4,53868.43333,Bot
40893967,1,0,0,0,0,1,0,0.59581751,53488,45691,3267,10,4489,332,0.419045689,83,57108.91667,Bot
71379294,1,0,0,0,1,0,0,0.175698256,8734,8734,0,0,0,340,0.415707771,167,208829.0,Bot
23526893,1,0,0,0,0,54,0,0.045058355,3962,3166,8,48,717,346,0.413150372,31,653.4,Bot
26602665,1,0,0,0,0,12,2,0.0,6940,1758,709,798,3296,260,0.412548477,14,175.6,Bot
16944030,1,0,0,0,0,1,0,0.401192854,17153,1945,1023,6732,1575,293,0.409664622,16,7227.466667,Bot
23042052,1,0,1,0,0,126,0,0.122708655,42556,34340,3742,160,4314,361,0.408323203,386,134472.0,Bot
43602702,1,0,0,0,0,0,0,0.103471949,3131,11,24,338,2699,308,0.40783777,9,3634.727273,Bot
7806257,1,0,0,0,0,13,0,0.31018839,7344,6333,253,272,486,355,0.40562337,33,13059.4303,Bot
55852648,1,0,0,0,0,1,0,0.427432621,9385,7443,984,0,958,323,0.405495728,41,94507.44444,Bot
7378925,0,0,0,0,0,91,0,0.318889943,13344,7626,0,0,5718,360,0.40448013,264,13059.4303,Bot
40266137,0,0,0,0,0,3,0,0.449328305,670,483,0,0,187,50,0.403406021,55,63.5952381,Bot
22749208,0,0,0,0,0,2,0,0.720632899,13558,1129,0,0,12429,356,0.40245394,8,0.0,Bot
14542386,1,0,0,0,0,33,0,0.665021183,43097,4810,3261,177,34849,361,0.40178925,93,136435.0,Bot
58596630,0,0,0,0,1,0,0,0.763973676,56869,23432,25450,4022,3965,360,0.398946202,108,101987.25,Bot
32328362,0,0,0,0,1,0,0,0.527601603,13255,13255,0,0,0,360,0.398761397,112,13059.4303,Bot
58983587,1,0,0,0,0,1,0,0.802775549,1120,320,397,399,0,213,0.398356214,33,5637.607143,Bot
47222911,0,0,0,0,1,0,0,0.838403131,40882,9284,1,18746,12851,360,0.397717435,74,90059.0,Bot
46743201,1,0,0,0,1,0,0,0.521756489,3587,2280,435,441,431,337,0.397083109,65,13059.4303,Bot
19297776,1,0,0,0,0,3,0,0.220217194,8425,7112,0,13,1300,351,0.396610726,22,85305.7931,Bot
44850638,1,0,0,0,0,1,3,0.0,112,23,0,16,56,28,0.394915542,2,7592.47619,Bot
64123634,0,0,0,0,1,0,0,0.620477953,3743,3743,0,0,0,325,0.394281189,19,13059.4303,Bot
11063859,0,0,0,1,0,7,0,0.399354728,19056,1231,2473,2470,12882,357,0.393044201,12,30.58333333,Bot
24593911,1,0,0,1,0,0,0,0.0,88,17,0,23,48,17,0.392999171,4,13059.4303,Bot
87151047,0,0,0,0,0,8,0,0.358434664,7745,5077,958,865,845,158,0.391804641,55,13059.4303,Bot
6585283,0,0,0,0,0,56,0,0.378439892,2674,2614,48,0,12,345,0.391610518,55,60507.75,Bot
56403804,0,0,0,0,1,0,0,0.344200196,1845,1810,0,2,33,85,0.389700569,42,52031.87879,Bot
615952,0,0,0,0,0,3,1,0.0,483223,1,0,119,483103,231,0.388579864,2,13059.4303,Bot
63790625,1,0,0,0,0,0,0,0.130587323,11696,11687,1,0,0,322,0.382514882,77,69682.42857,Bot
47586280,1,0,0,0,0,34,0,0.415543177,15909,10464,2700,290,2453,337,0.382237833,54,103977.6667,Bot
30733101,0,0,0,0,1,0,0,0.0,2487,2487,0,0,0,345,0.381787708,82,13059.4303,Bot
55107282,0,0,0,0,1,0,0,0.0,50479,2909,9849,11900,22835,354,0.376833725,70,70701.0,Bot
2222479,0,0,0,0,0,88,1,0.018404137,723,35,122,49,516,199,0.375872782,5,6822.2,Bot
32686087,1,0,0,0,0,72,2,0.754673253,150,150,0,0,0,29,0.375567666,14,8493.651515,Bot
9386276,1,0,0,0,0,0,0,0.691005465,205,32,28,116,29,79,0.374561522,4,3251.333333,Bot
54052619,0,0,0,0,1,0,0,0.305797024,9475,6460,3,464,2548,50,0.3740479,59,43276.0,Bot
30785616,0,0,0,0,0,0,1,0.59479522,6151,2086,5,13,4047,349,0.372306915,1,13059.4303,Bot
20559710,0,0,0,0,0,15,0,0.124650542,28291,22923,0,911,4457,357,0.371986451,122,160668.1429,Bot
35613825,0,0,0,0,1,0,0,0.801078525,3995466,883125,0,24632,3087709,361,0.371439405,1612,13059.4303,Bot
71103415,0,0,0,0,0,0,0,0.071841493,474838,15,52,2,474769,355,0.369787526,3,151.9166667,Bot
52382196,1,0,0,0,0,1,0,0.539942283,7066,90,2804,2817,1292,223,0.369699971,13,13059.4303,Bot
49161187,1,0,0,0,0,3,0,0.0,7457,556,3418,3455,28,265,0.368929692,66,14398.0,Bot
55398412,0,0,0,0,0,22,0,0.987414799,3707,117,0,90,3402,236,0.368149997,2,835.03,Bot
8655789,1,0,0,0,0,128,0,0.714700317,65040,65037,0,0,3,107,0.367322359,1213,912.5,Bot
14998418,1,0,0,0,0,6,0,0.331083205,7860,4147,460,592,2661,355,0.366337809,27,66097.75,Bot
63125349,0,0,0,0,1,0,0,0.037865864,3881,1953,289,570,1069,312,0.366327102,86,78034.5,Bot
5184438,0,0,0,0,0,5,0,0.94648774,7272,15,3487,989,2551,263,0.366018625,26,43618.0,Bot
82042599,0,0,0,0,1,0,0,0.0,8676,1318,1321,2620,2088,202,0.364874256,22,13059.4303,Bot
9459943,0,0,0,0,0,2,0,0.0,22,22,0,0,0,19,0.363636364,3,189.25,Bot
46752965,0,0,0,0,1,0,0,0.133318345,8056,8056,0,0,0,330,0.362789186,43,13059.4303,Bot
17282096,1,0,0,0,0,6,0,0.23476035,6008,6008,0,0,0,325,0.360869611,4,61367.94643,Bot
82517672,1,0,0,0,1,0,0,0.586103363,355,355,0,0,0,124,0.360757991,59,260.8571429,Bot
21208769,0,0,0,0,0,4,0,0.188779858,2830,1711,0,328,185,256,0.35966464,30,57458.0,Bot
26825291,0,0,0,0,1,0,0,0.095732604,204,196,8,0,0,69,0.35903739,48,12372.75,Bot
44816363,0,0,0,1,0,78,0,0.308942107,81234,12538,26908,26187,9950,357,0.358150843,127,77974.0,Bot
13025337,1,0,0,0,0,51,0,0.0,201886,166,1097,95603,104835,361,0.357948405,30,51927.35385,Bot
23114548,1,0,0,0,0,4,0,0.305873914,845,841,2,2,0,246,0.356335098,39,2862.652174,Bot
17168675,0,0,0,0,0,1,0,0.188202207,3486,3004,287,0,195,237,0.355884913,4,13059.4303,Bot
49910426,1,0,0,0,1,0,0,0.377175052,17563,12550,2486,0,2527,358,0.355553341,51,13059.4303,Bot
18269663,1,0,0,0,0,123,0,0.0,6928,6222,224,37,445,355,0.355473329,115,129714.3333,Bot
33714816,1,0,0,0,1,0,0,0.266356719,7558,7558,0,0,0,336,0.354579764,72,115908.625,Bot
7571158,0,0,0,0,0,0,0,0.0,205646,31362,29009,94883,50349,207,0.354400021,183,42596.71429,Bot
25307165,0,0,0,0,0,1,0,0.122922309,9827,7923,1,413,1490,331,0.353680508,10,64517.5,Bot
27903976,0,0,1,0,0,853,0,0.522298564,7020,7019,0,1,0,350,0.352293709,72,135361.0909,Bot
76512065,0,0,0,1,0,5,0,0.286269781,7492,4539,709,386,1856,140,0.351107348,18,13059.4303,Bot
8766638,0,0,0,0,0,1,1,0.085402655,1392,1392,0,0,0,146,0.349745441,3,1911.030769,Bot
26633764,1,0,0,0,0,0,0,0.141646296,2706,719,0,0,1987,255,0.348316972,10,1616.054545,Bot
45893816,1,0,0,1,0,14,0,0.0,3499,953,0,853,854,54,0.347160182,10,13059.4303,Bot
24274798,1,0,0,0,0,2,0,0.70472265,14798,5210,64,9509,15,271,0.344165701,89,60964.61111,Bot
52453511,0,0,0,0,1,0,0,0.140571939,3947,660,435,1443,1409,113,0.343847394,24,125.8275862,Bot
53307539,0,0,0,0,0,6,0,0.500268379,502,502,0,0,0,199,0.343478359,43,1822.166667,Bot
43204447,1,1,0,0,0,2,0,0.0,1366,1019,2,1,334,349,0.343230199,72,13059.4303,Bot
48982446,1,0,0,0,0,13,0,0.409222719,4418,2849,813,9,737,304,0.343094652,23,68636.2,Bot
21146888,1,0,0,0,0,2,9,0.0,4230,796,368,454,2558,356,0.342669138,22,80229.61818,Bot
37885440,0,0,0,0,0,104,0,0.846647354,4179,3085,51,54,937,321,0.342628323,28,164001.5714,Bot
