repo_id,intercept,trend,break_point_effect,p_value_intercept,p_value_trend,p_value_break_point_effect,r_squared
0,0.11116382703836189,-0.013928538952185788,0.028692137549310617,0.2503875062152898,0.24197778026851802,0.859536742830482,0.17500070020793834
1,0.38839660114660135,0.01140432810432808,-0.12320238770238788,0.014341814995048371,0.5308642877802476,0.624183273145756,0.019528180980050713
2,0.26599557306116633,-0.0090434132019275,-0.1177950315955146,0.06634545486014366,0.5980806966357652,0.6197721009650375,0.16171185034700053
3,0.1847610606262277,0.004964588187002643,0.11422369059132002,0.19940179897493407,0.7750916014133579,0.635493157624037,0.09628899470014507
4,0.07329379080038598,0.005829106572939678,0.11024327463447381,0.5003146508656241,0.6620039318015887,0.5511826244767242,0.16461627919695132
5,0.1421569895254106,0.021350555561081862,-0.04786147944042676,0.14003949253493797,0.07513049108848162,0.7647242878335385,0.33355791941566093
6,0.11574943651389906,-0.010323354331618854,0.08910063765435727,0.2922230464063482,0.44219786251227644,0.6303766986418514,0.03491104960776581
7,0.4219194660145582,0.011553394694027025,-0.0966397924868902,0.006802739496566768,0.5113628025143058,0.6905557053168309,0.026428742071289646
8,-0.008621026014223815,-0.04720438098112176,0.5516747321718425,0.9496948315483872,0.009764078764815139,0.025798423881757182,0.27818645929626484
9,0.2794928258822227,0.018623515424246662,-0.1724462314041839,0.03157108171254895,0.22586323928687363,0.4133769125562191,0.07903290769195703
10,0.2051030634399958,-0.003568942297513396,-0.025856355695644095,0.16494011606959255,0.8406831472150138,0.9161917052219223,0.017004537259498353
11,0.12249151123649583,0.007920440269767754,0.13705488825131046,0.18745192783884596,0.4817418748173107,0.3808252280710699,0.31716987402509
12,0.24117047500604938,0.01674064985038446,-0.26518099140956125,0.023653326288679995,0.18310602395299225,0.13015553228792284,0.1056897440536071
13,0.40597659821862,0.022714826048987176,0.04895512547940212,0.002608142184112592,0.13536345595694388,0.8113095678631919,0.3740702490790725
14,0.3037758303746092,0.012745156467475602,-0.055566804912530465,0.04648663473678312,0.4784971704328369,0.8224307186721869,0.05227667937653613
15,0.225206487601653,0.005570866819016789,-0.22001355511468995,0.04799618190911402,0.6771195585810328,0.24175749420743464,0.12521827409245456
16,0.23722031211945793,-0.004259043683489689,-0.03679465393623346,0.050408112139169625,0.7649231975895486,0.8518803259780025,0.04161435735324459
17,0.09403963891061082,-0.0018659390850943093,-0.040692709809412884,0.35061379347653054,0.8790917993833257,0.8106974326885168,0.027430307584796143
18,0.4508689973847475,0.03061233444291812,-0.5631771223480488,0.0001426161154582509,0.018319928238570943,0.002702774589082144,0.3667331949546365
19,0.2879534448076525,0.010874743325855557,-0.3260057127260992,0.015415456483786763,0.42728497799092313,0.09419895459052362,0.1953752160151383
20,0.11243747032689935,0.0004258535876305288,0.04089812882404591,0.32953971214644984,0.975771921781025,0.8332266002923812,0.010938300876600748
21,0.1214700241769828,-0.02528043342380477,0.030769720181837792,0.1914258767688014,0.03289855238007568,0.8428016052219602,0.46068218218416424
22,0.2798531829262461,0.025577461644921876,-0.34505514105204727,0.01153455516938046,0.05239166950414389,0.05816522766367141,0.17405822428299456
23,0.048509882948886265,-0.01625213619965051,0.0994468495824628,0.6933831393555467,0.28862522415170877,0.6353596807212608,0.08874968321842258
24,0.17192783428854258,0.0066716980165308455,-0.07008734409131293,0.10046180430171717,0.5935043414605037,0.6850243450765443,0.014434653976090783
25,0.2155554146330771,0.01741910236717242,-0.2256760876354738,0.09232439406438943,0.25961640780614237,0.290546478793745,0.06116417029709331
26,0.11842519351285558,-0.01172171827865559,0.1354615671808952,0.36417652997843686,0.46373922373229604,0.5399947995805942,0.02594304037952977
27,0.16410709503609242,-0.023352968623974582,0.07552072272112957,0.12467172905706732,0.07840853909039668,0.6700148689671201,0.2986395995127
28,0.18981774657147893,0.02376947948462548,-0.12230467968983293,0.047468967246204176,0.043965615972096604,0.43462742164018897,0.3028086437037357
29,0.06433242077690311,-0.026403091717729473,0.1641557873295017,0.5063107609047983,0.03486405278278512,0.32253930502528083,0.29196546719305294
30,0.0630809822744951,-0.00040694610299073556,0.11027216466418058,0.5579560698026451,0.9753865856478949,0.5476759319725102,0.06135354093733336
31,0.4372132115760305,0.026115505990952876,-0.5765237338296963,0.000857971093003853,0.07324172647008041,0.006714523695264717,0.34639963316714706
32,0.3988495917177387,0.02052527088078183,-0.24358180030509166,0.006218540537215571,0.21730367120251595,0.2879343246810171,0.07155244929419291
33,0.16248737411014882,-0.0008578671483516417,-0.02027377939293748,0.3209647892407941,0.9656143505986147,0.9413399322270177,0.002498525066300883
34,0.3431590632781366,0.027213464501600074,-0.2957634620260667,0.030519742113429085,0.14969227081273395,0.2535683975070921,0.09856732677695768
35,0.029528789878547727,-0.013194878153083203,0.4199238142704929,0.8183697709175047,0.4077976987607649,0.06570161706332628,0.23903827073348127
36,0.2499211377416507,0.013805250195782728,-0.2547746978713449,0.054443873759695886,0.37071794832115956,0.23622742834149804,0.06948402782511165
37,0.02199506371949521,-0.010457899616684814,0.15200304893954686,0.8313834034795,0.4140499077643873,0.3915457369508404,0.036166583304910405
38,0.16402527512981485,0.01509382880546563,-0.14946886979175988,0.16598522549845401,0.29521154576213016,0.4511051767375859,0.05655457328401936
39,0.07585370249281367,-0.000353241296954257,0.14729092897890902,0.4699439181889711,0.9780385561210716,0.4109004582632343,0.11283352960238313
40,0.28422991476476467,-0.017293393377978566,-0.04214596885664755,0.05398170366573272,0.3241536706799639,0.8606336423486186,0.20685583668426955
41,0.1485383004853219,-0.008930055133668445,0.20489151012832651,0.23626479160882902,0.5576253571043597,0.3346215348213727,0.05606332659537461
42,0.04519794478951819,-0.00922784140920263,0.22640422500532306,0.688422185101948,0.507154773561707,0.2450631600530202,0.08522391860060208
43,0.21514278802878828,-0.010131718898079354,0.04835815626614734,0.07481197577742706,0.4808597233227867,0.8069807843279088,0.0488896406209941
44,0.23503201164611381,0.021714564727405822,-0.18472212695957171,0.0496946468119693,0.13271902785059683,0.3474227603862098,0.1276536518068535
45,0.259817887528927,0.015316972109029346,-0.18379161624456472,0.04808805757459571,0.3259122794600876,0.3931552432170615,0.045968139782088024
46,-0.16282694647201995,-0.04283759124087597,0.7162864963503655,0.16568971224597465,0.005791149399692797,0.0012979941056296476,0.3973291808276872
