-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
0.20252658511233712,0.1579915247461422,0.24602222755257042,0.3616374830095147,0.19700967458223395,0.7618933397297513,0.1522347485408172,0.1410410170304629,0.06268489645798359,0.0,0.3294954825297832,0.671543935396178,0.43415687215159504,0.38226593107859574,0.2831214519868873,0.38298552810426145,0.24442312305109148,0.30886703446070196,0.7518189813704325,0.9999999999999999,0.7659710562085232,0.6070200687614936,0.3054289597825218,0.6820980251059404
0.027578198708179125,0.3352202627186298,0.09753973437840191,0.18745917700849118,0.3568473764424124,0.036649974599027524,0.7853254953189637,0.4286958414979316,0.25357427970099433,0.0292474054720952,0.49263371797663114,0.6446041077001234,1.0,0.4856665940924595,0.3297771971841208,0.21663400827345958,0.0,0.07003410987734954,0.15850206836490305,0.055011249002104634,0.06531678641410843,0.0739531170621961,0.02003048116699324,0.2762900065316787
0.5598512489475163,0.4113808588268315,0.48449340443446554,0.9015576761156332,0.6853073252876791,0.735195060342408,0.9654083637384228,1.0,0.6641874824586025,0.16411731686780806,0.14187482458602307,0.24073814201515575,0.660749368509683,0.39538310412573696,0.40296098793151836,0.10468706146505768,0.45516418748245857,0.11324726354195924,0.17801010384507454,0.4108195341004772,0.15590794274487796,0.0,0.4850547291608198,0.2268453550378895
0.0,0.2831987547426793,0.5820605117229303,0.13191944741706396,0.41677205953886576,0.40782177254596763,0.33320361902908846,0.7950189707169959,0.7745889677984241,0.7951162564451795,0.8803385543340794,1.0,0.5907189415312775,0.7993968284852613,0.6555112365016051,0.41998248856892695,0.15089016441288072,0.2167526023932289,0.07568829652689946,0.885202840743263,0.15614359373479902,0.4983947854849695,0.6355676622239519,0.421733631676233
0.0,0.03419750901282756,0.07558043851559271,0.05133818364742379,0.06973335693281293,0.10057415049636537,0.03756354004614321,0.044252129387251926,0.05475079260094212,0.12903947012957978,0.06751003754180368,0.03776227250567474,0.13962818398899518,0.6496005167043948,0.5741411807813293,0.702457140550427,0.7010008042454223,0.7598970317444054,0.7503392425188098,0.6890489099214077,1.0000000000000002,0.772917113038402,0.6583012721982606,0.9018168494073737
0.0,0.25041652082604127,0.23032551627581385,0.31138956947847396,0.3088554427721386,0.343185159257963,0.26878543927196363,0.495722786139307,0.6437661883094155,0.5420931046552327,0.4226111305565279,0.5928736436821841,0.5973678683934197,0.6354357717885896,0.7445152257612881,0.6760378018900945,0.9223801190059502,0.7459012950647533,0.8281274063703186,1.0,0.7617780889044453,0.6811340567028352,0.8362898144907245,0.7755687784389219
0.032313826079683305,0.07469261438090727,0.0,0.2303231382607969,0.013076086653469765,0.05952546909415338,0.002481389578163795,0.09086346781163748,0.3633423481194413,0.4397356901887529,0.650514400423788,0.39900186801237914,0.5128391000083644,0.5074859899071571,0.5823737697605043,0.49443778403546446,0.8085705523182872,0.5607382831014581,0.41991245434521995,0.6690551203055735,0.787325396604121,0.7014525887305881,1.0000000000000002,0.882705551063652
0.0,0.1170858629661752,0.08911535125758889,0.2193553050014455,0.31714368314541774,0.23561723041341426,0.1291558253830587,0.11607400982943046,0.14917606244579357,0.0761058109280139,0.26611737496386234,0.17830297773923098,0.6087019369760047,0.5589043076033536,0.4746313963573286,0.5689505637467477,0.8401994796183868,0.6257588898525586,0.7708875397513733,0.935024573576178,0.8200346921075455,0.9257733448973691,1.0,0.7786932639491183
0.899763076362311,0.6562784763987608,0.42746491707672685,1.0000000000000002,0.882084928011664,0.6014215418261346,0.6120831055221434,0.43475487515946787,0.275651540003645,0.2313650446509934,0.211135410971387,0.3676872607982504,0.2451248405321671,0.5506652086750503,0.9206305813741571,0.3686896300346274,0.0,0.34672863131037013,0.022963367960634362,0.6506287588846364,0.7668124658283215,0.725715327136869,0.2342810278840899,0.4313832695462001
0.46251043032542605,0.47097389438550497,0.27547979496960306,0.42579568482536645,0.31815472642746445,0.6729049946358326,0.9076171176540707,0.8856836333293597,1.0,0.4421265943497438,0.6208129693646441,0.32912146858981994,0.7354869471927524,0.6282035999523184,0.33710811777327454,0.19179878412206464,0.28334724043390147,0.7536059125044702,0.6056740970318274,0.5393968291810703,0.24782453212540234,0.38312075336750506,0.18273930146620565,0.0
