-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
0.0,0.008771929824561403,0.008771929824561403,0.011695906432748537,0.017543859649122806,0.005847953216374269,0.005847953216374269,0.0029239766081871343,0.005847953216374269,0.17251461988304093,0.22807017543859648,0.2134502923976608,0.283625730994152,0.26315789473684215,0.39766081871345027,0.4005847953216374,0.543859649122807,0.5935672514619883,0.33333333333333337,1.0,0.4970760233918129,0.368421052631579,0.5467836257309941,0.4385964912280702
0.1450777202072539,0.20207253886010362,0.0829015544041451,0.150259067357513,0.0,0.5129533678756477,0.0984455958549223,0.6321243523316062,1.0,0.37823834196891193,0.5233160621761659,0.5440414507772021,0.3367875647668394,0.32642487046632124,0.2124352331606218,0.18652849740932642,0.2849740932642487,0.2072538860103627,0.10880829015544041,0.2694300518134715,0.20207253886010362,0.3471502590673575,0.2746113989637306,0.20207253886010362
0.26159554730983303,0.28942486085343233,0.40816326530612246,0.4582560296846012,0.46567717996289426,0.2727272727272727,0.4842300556586272,0.43228200371057524,0.6567717996289426,1.0,0.23562152133580705,0.24675324675324672,0.09647495361781078,0.34693877551020413,0.3580705009276438,0.19294990723562155,0.042671614100185495,0.16512059369202226,0.287569573283859,0.1298701298701299,0.014842300556586308,0.300556586270872,0.24489795918367352,0.0
0.010597302504816969,0.05587668593448941,0.038535645472061675,0.29576107899807325,0.6127167630057804,0.09730250481695571,0.28998073217726394,0.04720616570327554,0.0,0.13487475915221583,0.1676300578034682,1.0,0.5134874759152216,0.23217726396917152,0.13005780346820808,0.08670520231213871,0.058766859344894035,0.12331406551059729,0.18497109826589594,0.29383429672447015,0.1001926782273603,0.1040462427745665,0.1763005780346821,0.3121387283236994
0.9834983498349836,0.6798679867986799,1.0,0.8547854785478548,0.6336633663366338,0.4884488448844884,0.6600660066006601,0.47194719471947194,0.31683168316831684,0.4785478547854786,0.4059405940594059,0.09900990099009904,0.16501650165016502,0.16171617161716173,0.13531353135313534,0.1188118811881188,0.0033003300330032848,0.17161716171617164,0.0726072607260726,0.06930693069306931,0.0,0.4521452145214521,0.10891089108910895,0.14851485148514854
0.08256880733944953,0.03975535168195719,0.0,0.3119266055045872,0.13761467889908258,0.1620795107033639,0.1651376146788991,0.17737003058103978,0.23853211009174313,0.4159021406727829,0.08868501529051988,0.2996941896024465,0.46177370030581044,0.290519877675841,0.26299694189602446,0.3302752293577982,0.5229357798165137,0.4923547400611621,1.0,0.4250764525993884,0.5107033639143731,0.4495412844036697,0.6085626911314985,0.43730886850152906
0.9898132427843802,0.2308998302207131,0.0,0.48047538200339557,0.016977928692699512,0.1460101867572156,0.022071307300509352,0.12903225806451613,1.0,0.4244482173174873,0.33446519524618,0.18505942275042447,0.31409168081494054,0.42954159592529717,0.32767402376910015,0.432937181663837,0.400679117147708,0.5636672325976231,0.3582342954159593,0.2903225806451613,0.39219015280135827,0.24278438030560273,0.23429541595925296,0.24108658743633277
0.0,0.0892857142857143,0.1607142857142857,0.3928571428571428,0.1964285714285714,0.25,0.5357142857142857,0.3214285714285714,0.7321428571428572,0.2321428571428571,0.3214285714285714,0.1964285714285714,0.2142857142857143,0.3392857142857143,0.3571428571428571,0.3035714285714286,0.0714285714285714,1.0,0.625,1.0,0.875,0.9464285714285714,0.9285714285714286,0.5357142857142857
0.08474576271186439,0.10169491525423728,0.0423728813559322,0.0,0.2288135593220339,0.6016949152542372,0.05932203389830508,0.0423728813559322,0.13559322033898302,0.2288135593220339,0.15254237288135591,0.06779661016949153,0.07627118644067797,0.2288135593220339,0.211864406779661,0.3813559322033898,0.1864406779661017,0.3135593220338983,1.0,0.3813559322033898,0.576271186440678,0.34745762711864403,0.17796610169491522,0.3135593220338983
0.21999999999999997,0.20000000000000007,0.14,0.06000000000000005,0.24,0.32000000000000006,0.0,0.6400000000000001,0.48,0.12,0.3400000000000001,0.08000000000000007,0.30000000000000004,0.6600000000000001,0.26,0.6600000000000001,1.0,0.8400000000000001,0.8,0.5,0.6400000000000001,0.8600000000000001,0.45999999999999996,0.6600000000000001
